Date,Artist,Song
3/27/1974,John Denver,Sunshine On My Shoulders
3/28/1974,John Denver,Sunshine On My Shoulders
3/29/1974,John Denver,Sunshine On My Shoulders
3/30/1974,John Denver,Sunshine On My Shoulders
3/31/1974,Blue Swede,Hooked On A Feeling
4/1/1974,Blue Swede,Hooked On A Feeling
4/2/1974,Blue Swede,Hooked On A Feeling
4/3/1974,Blue Swede,Hooked On A Feeling
4/4/1974,Blue Swede,Hooked On A Feeling
4/5/1974,Blue Swede,Hooked On A Feeling
4/6/1974,Blue Swede,Hooked On A Feeling
4/7/1974,Elton John,Bennie And The Jets
4/8/1974,Elton John,Bennie And The Jets
4/9/1974,Elton John,Bennie And The Jets
4/10/1974,Elton John,Bennie And The Jets
4/11/1974,Elton John,Bennie And The Jets
4/12/1974,Elton John,Bennie And The Jets
4/13/1974,Elton John,Bennie And The Jets
4/14/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/15/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/16/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/17/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/18/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/19/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/20/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/21/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/22/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/23/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/24/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/25/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/26/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/27/1974,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia)
4/28/1974,Grand Funk,The Loco-Motion
4/29/1974,Grand Funk,The Loco-Motion
4/30/1974,Grand Funk,The Loco-Motion
5/1/1974,Grand Funk,The Loco-Motion
5/2/1974,Grand Funk,The Loco-Motion
5/3/1974,Grand Funk,The Loco-Motion
5/4/1974,Grand Funk,The Loco-Motion
5/5/1974,Grand Funk,The Loco-Motion
5/6/1974,Grand Funk,The Loco-Motion
5/7/1974,Grand Funk,The Loco-Motion
5/8/1974,Grand Funk,The Loco-Motion
5/9/1974,Grand Funk,The Loco-Motion
5/10/1974,Grand Funk,The Loco-Motion
5/11/1974,Grand Funk,The Loco-Motion
5/12/1974,Ray Stevens,The Streak
5/13/1974,Ray Stevens,The Streak
5/14/1974,Ray Stevens,The Streak
5/15/1974,Ray Stevens,The Streak
5/16/1974,Ray Stevens,The Streak
5/17/1974,Ray Stevens,The Streak
5/18/1974,Ray Stevens,The Streak
5/19/1974,Ray Stevens,The Streak
5/20/1974,Ray Stevens,The Streak
5/21/1974,Ray Stevens,The Streak
5/22/1974,Ray Stevens,The Streak
5/23/1974,Ray Stevens,The Streak
5/24/1974,Ray Stevens,The Streak
5/25/1974,Ray Stevens,The Streak
5/26/1974,Ray Stevens,The Streak
5/27/1974,Ray Stevens,The Streak
5/28/1974,Ray Stevens,The Streak
5/29/1974,Ray Stevens,The Streak
5/30/1974,Ray Stevens,The Streak
5/31/1974,Ray Stevens,The Streak
6/1/1974,Ray Stevens,The Streak
6/2/1974,Paul McCartney And Wings,Band On The Run
6/3/1974,Paul McCartney And Wings,Band On The Run
6/4/1974,Paul McCartney And Wings,Band On The Run
6/5/1974,Paul McCartney And Wings,Band On The Run
6/6/1974,Paul McCartney And Wings,Band On The Run
6/7/1974,Paul McCartney And Wings,Band On The Run
6/8/1974,Paul McCartney And Wings,Band On The Run
6/9/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/10/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/11/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/12/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/13/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/14/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/15/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/16/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/17/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/18/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/19/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/20/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/21/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/22/1974,Bo Donaldson And The Heywoods,"Billy, Don't Be A Hero"
6/23/1974,Gordon Lightfoot,Sundown
6/24/1974,Gordon Lightfoot,Sundown
6/25/1974,Gordon Lightfoot,Sundown
6/26/1974,Gordon Lightfoot,Sundown
6/27/1974,Gordon Lightfoot,Sundown
6/28/1974,Gordon Lightfoot,Sundown
6/29/1974,Gordon Lightfoot,Sundown
6/30/1974,The Hues Corporation,Rock The Boat
7/1/1974,The Hues Corporation,Rock The Boat
7/2/1974,The Hues Corporation,Rock The Boat
7/3/1974,The Hues Corporation,Rock The Boat
7/4/1974,The Hues Corporation,Rock The Boat
7/5/1974,The Hues Corporation,Rock The Boat
7/6/1974,The Hues Corporation,Rock The Boat
7/7/1974,George McCrae,Rock Your Baby
7/8/1974,George McCrae,Rock Your Baby
7/9/1974,George McCrae,Rock Your Baby
7/10/1974,George McCrae,Rock Your Baby
7/11/1974,George McCrae,Rock Your Baby
7/12/1974,George McCrae,Rock Your Baby
7/13/1974,George McCrae,Rock Your Baby
7/14/1974,George McCrae,Rock Your Baby
7/15/1974,George McCrae,Rock Your Baby
7/16/1974,George McCrae,Rock Your Baby
7/17/1974,George McCrae,Rock Your Baby
7/18/1974,George McCrae,Rock Your Baby
7/19/1974,George McCrae,Rock Your Baby
7/20/1974,George McCrae,Rock Your Baby
7/21/1974,John Denver,ANNIE's SONG
7/22/1974,John Denver,ANNIE's SONG
7/23/1974,John Denver,ANNIE's SONG
7/24/1974,John Denver,ANNIE's SONG
7/25/1974,John Denver,ANNIE's SONG
7/26/1974,John Denver,ANNIE's SONG
7/27/1974,John Denver,ANNIE's SONG
7/28/1974,John Denver,ANNIE's SONG
7/29/1974,John Denver,ANNIE's SONG
7/30/1974,John Denver,ANNIE's SONG
7/31/1974,John Denver,ANNIE's SONG
8/1/1974,John Denver,ANNIE's SONG
8/2/1974,John Denver,ANNIE's SONG
8/3/1974,John Denver,ANNIE's SONG
8/4/1974,Roberta Flack,Feel Like Makin' Love
8/5/1974,Roberta Flack,Feel Like Makin' Love
8/6/1974,Roberta Flack,Feel Like Makin' Love
8/7/1974,Roberta Flack,Feel Like Makin' Love
8/8/1974,Roberta Flack,Feel Like Makin' Love
8/9/1974,Roberta Flack,Feel Like Makin' Love
8/10/1974,Roberta Flack,Feel Like Makin' Love
8/11/1974,Paper Lace,The Night Chicago Died
8/12/1974,Paper Lace,The Night Chicago Died
8/13/1974,Paper Lace,The Night Chicago Died
8/14/1974,Paper Lace,The Night Chicago Died
8/15/1974,Paper Lace,The Night Chicago Died
8/16/1974,Paper Lace,The Night Chicago Died
8/17/1974,Paper Lace,The Night Chicago Died
8/18/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/19/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/20/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/21/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/22/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/23/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/24/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/25/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/26/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/27/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/28/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/29/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/30/1974,Paul Anka with Odia Coates,(You're) Having My Baby
8/31/1974,Paul Anka with Odia Coates,(You're) Having My Baby
9/1/1974,Paul Anka with Odia Coates,(You're) Having My Baby
9/2/1974,Paul Anka with Odia Coates,(You're) Having My Baby
9/3/1974,Paul Anka with Odia Coates,(You're) Having My Baby
9/5/1974,Paul Anka with Odia Coates,(You're) Having My Baby
9/6/1974,Paul Anka with Odia Coates,(You're) Having My Baby
9/7/1974,Paul Anka with Odia Coates,(You're) Having My Baby
9/8/1974,Eric Clapton,I Shot The Sheriff
9/9/1974,Eric Clapton,I Shot The Sheriff
9/10/1974,Eric Clapton,I Shot The Sheriff
9/11/1974,Eric Clapton,I Shot The Sheriff
9/12/1974,Eric Clapton,I Shot The Sheriff
9/13/1974,Eric Clapton,I Shot The Sheriff
9/14/1974,Eric Clapton,I Shot The Sheriff
9/15/1974,Barry White,"Can't Get Enough Of Your Love, Babe"
9/16/1974,Barry White,"Can't Get Enough Of Your Love, Babe"
9/17/1974,Barry White,"Can't Get Enough Of Your Love, Babe"
9/18/1974,Barry White,"Can't Get Enough Of Your Love, Babe"
9/19/1974,Barry White,"Can't Get Enough Of Your Love, Babe"
9/20/1974,Barry White,"Can't Get Enough Of Your Love, Babe"
9/21/1974,Barry White,"Can't Get Enough Of Your Love, Babe"
9/22/1974,Andy Kim,Rock Me Gently
9/23/1974,Andy Kim,Rock Me Gently
9/24/1974,Andy Kim,Rock Me Gently
9/25/1974,Andy Kim,Rock Me Gently
9/26/1974,Andy Kim,Rock Me Gently
9/27/1974,Andy Kim,Rock Me Gently
9/28/1974,Andy Kim,Rock Me Gently
9/29/1974,Olivia Newton-John,I Honestly Love You
9/30/1974,Olivia Newton-John,I Honestly Love You
10/1/1974,Olivia Newton-John,I Honestly Love You
10/2/1974,Olivia Newton-John,I Honestly Love You
10/3/1974,Olivia Newton-John,I Honestly Love You
10/4/1974,Olivia Newton-John,I Honestly Love You
10/5/1974,Olivia Newton-John,I Honestly Love You
10/6/1974,Olivia Newton-John,I Honestly Love You
10/7/1974,Olivia Newton-John,I Honestly Love You
10/8/1974,Olivia Newton-John,I Honestly Love You
10/9/1974,Olivia Newton-John,I Honestly Love You
10/10/1974,Olivia Newton-John,I Honestly Love You
10/11/1974,Olivia Newton-John,I Honestly Love You
10/12/1974,Olivia Newton-John,I Honestly Love You
10/13/1974,Billy Preston,Nothing From Nothing
10/14/1974,Billy Preston,Nothing From Nothing
10/15/1974,Billy Preston,Nothing From Nothing
10/16/1974,Billy Preston,Nothing From Nothing
10/17/1974,Billy Preston,Nothing From Nothing
10/18/1974,Billy Preston,Nothing From Nothing
10/19/1974,Billy Preston,Nothing From Nothing
10/20/1974,Dionne Warwicke & Spinners,Then Came You
10/21/1974,Dionne Warwicke & Spinners,Then Came You
10/22/1974,Dionne Warwicke & Spinners,Then Came You
10/23/1974,Dionne Warwicke & Spinners,Then Came You
10/24/1974,Dionne Warwicke & Spinners,Then Came You
10/25/1974,Dionne Warwicke & Spinners,Then Came You
10/26/1974,Dionne Warwicke & Spinners,Then Came You
10/27/1974,Stevie Wonder,You Haven't Done Nothin
10/28/1974,Stevie Wonder,You Haven't Done Nothin
10/29/1974,Stevie Wonder,You Haven't Done Nothin
10/30/1974,Stevie Wonder,You Haven't Done Nothin
10/31/1974,Stevie Wonder,You Haven't Done Nothin
11/1/1974,Stevie Wonder,You Haven't Done Nothin
11/2/1974,Stevie Wonder,You Haven't Done Nothin
11/3/1974,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet/Free Wheelin'
11/4/1974,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet/Free Wheelin'
11/5/1974,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet/Free Wheelin'
11/6/1974,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet/Free Wheelin'
11/7/1974,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet/Free Wheelin'
11/8/1974,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet/Free Wheelin'
11/9/1974,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet/Free Wheelin'
11/10/1974,John Lennon With The Plastic Ono Nuclear Band,Whatever Gets You Thru The Night
11/11/1974,John Lennon With The Plastic Ono Nuclear Band,Whatever Gets You Thru The Night
11/12/1974,John Lennon With The Plastic Ono Nuclear Band,Whatever Gets You Thru The Night
11/13/1974,John Lennon With The Plastic Ono Nuclear Band,Whatever Gets You Thru The Night
11/14/1974,John Lennon With The Plastic Ono Nuclear Band,Whatever Gets You Thru The Night
11/15/1974,John Lennon With The Plastic Ono Nuclear Band,Whatever Gets You Thru The Night
11/16/1974,John Lennon With The Plastic Ono Nuclear Band,Whatever Gets You Thru The Night
11/17/1974,Billy Swan,I Can Help
11/18/1974,Billy Swan,I Can Help
11/19/1974,Billy Swan,I Can Help
11/20/1974,Billy Swan,I Can Help
11/21/1974,Billy Swan,I Can Help
11/22/1974,Billy Swan,I Can Help
11/23/1974,Billy Swan,I Can Help
11/24/1974,Billy Swan,I Can Help
11/25/1974,Billy Swan,I Can Help
11/26/1974,Billy Swan,I Can Help
11/27/1974,Billy Swan,I Can Help
11/28/1974,Billy Swan,I Can Help
11/29/1974,Billy Swan,I Can Help
11/30/1974,Billy Swan,I Can Help
12/1/1974,Carl Douglas,Kung Fu Fighting
12/2/1974,Carl Douglas,Kung Fu Fighting
12/3/1974,Carl Douglas,Kung Fu Fighting
12/4/1974,Carl Douglas,Kung Fu Fighting
12/5/1974,Carl Douglas,Kung Fu Fighting
12/6/1974,Carl Douglas,Kung Fu Fighting
12/7/1974,Carl Douglas,Kung Fu Fighting
12/8/1974,Carl Douglas,Kung Fu Fighting
12/9/1974,Carl Douglas,Kung Fu Fighting
12/10/1974,Carl Douglas,Kung Fu Fighting
12/11/1974,Carl Douglas,Kung Fu Fighting
12/12/1974,Carl Douglas,Kung Fu Fighting
12/13/1974,Carl Douglas,Kung Fu Fighting
12/14/1974,Carl Douglas,Kung Fu Fighting
12/15/1974,Harry Chapin,Cat's In The Cradle
12/16/1974,Harry Chapin,Cat's In The Cradle
12/17/1974,Harry Chapin,Cat's In The Cradle
12/18/1974,Harry Chapin,Cat's In The Cradle
12/19/1974,Harry Chapin,Cat's In The Cradle
12/20/1974,Harry Chapin,Cat's In The Cradle
12/21/1974,Harry Chapin,Cat's In The Cradle
12/22/1974,Helen Reddy,Angie Baby
12/23/1974,Helen Reddy,Angie Baby
12/24/1974,Helen Reddy,Angie Baby
12/25/1974,Helen Reddy,Angie Baby
12/26/1974,Helen Reddy,Angie Baby
12/27/1974,Helen Reddy,Angie Baby
12/28/1974,Helen Reddy,Angie Baby
12/29/1974,Elton John,Lucy In The Sky With Diamonds
12/30/1974,Elton John,Lucy In The Sky With Diamonds
12/31/1974,Elton John,Lucy In The Sky With Diamonds
1/1/1975,Elton John,Lucy In The Sky With Diamonds
1/2/1975,Elton John,Lucy In The Sky With Diamonds
1/3/1975,Elton John,Lucy In The Sky With Diamonds
1/4/1975,Elton John,Lucy In The Sky With Diamonds
1/5/1975,Elton John,Lucy In The Sky With Diamonds
1/6/1975,Elton John,Lucy In The Sky With Diamonds
1/7/1975,Elton John,Lucy In The Sky With Diamonds
1/8/1975,Elton John,Lucy In The Sky With Diamonds
1/9/1975,Elton John,Lucy In The Sky With Diamonds
1/10/1975,Elton John,Lucy In The Sky With Diamonds
1/11/1975,Elton John,Lucy In The Sky With Diamonds
1/12/1975,Barry Manilow,Mandy
1/13/1975,Barry Manilow,Mandy
1/14/1975,Barry Manilow,Mandy
1/15/1975,Barry Manilow,Mandy
1/16/1975,Barry Manilow,Mandy
1/17/1975,Barry Manilow,Mandy
1/18/1975,Barry Manilow,Mandy
1/19/1975,Carpenters,Please Mr. Postman
1/20/1975,Carpenters,Please Mr. Postman
1/21/1975,Carpenters,Please Mr. Postman
1/22/1975,Carpenters,Please Mr. Postman
1/23/1975,Carpenters,Please Mr. Postman
1/24/1975,Carpenters,Please Mr. Postman
1/25/1975,Carpenters,Please Mr. Postman
1/26/1975,Neil Sedaka,Laughter In The Rain
1/27/1975,Neil Sedaka,Laughter In The Rain
1/28/1975,Neil Sedaka,Laughter In The Rain
1/29/1975,Neil Sedaka,Laughter In The Rain
1/30/1975,Neil Sedaka,Laughter In The Rain
1/31/1975,Neil Sedaka,Laughter In The Rain
2/1/1975,Neil Sedaka,Laughter In The Rain
2/2/1975,Ohio Players,Fire
2/3/1975,Ohio Players,Fire
2/4/1975,Ohio Players,Fire
2/5/1975,Ohio Players,Fire
2/6/1975,Ohio Players,Fire
2/7/1975,Ohio Players,Fire
2/8/1975,Ohio Players,Fire
2/9/1975,Linda Ronstadt,You're No Good
2/10/1975,Linda Ronstadt,You're No Good
2/11/1975,Linda Ronstadt,You're No Good
2/12/1975,Linda Ronstadt,You're No Good
2/13/1975,Linda Ronstadt,You're No Good
2/14/1975,Linda Ronstadt,You're No Good
2/15/1975,Linda Ronstadt,You're No Good
2/16/1975,AWB,Pick Up The Pieces
2/17/1975,AWB,Pick Up The Pieces
2/18/1975,AWB,Pick Up The Pieces
2/19/1975,AWB,Pick Up The Pieces
2/20/1975,AWB,Pick Up The Pieces
2/21/1975,AWB,Pick Up The Pieces
2/22/1975,AWB,Pick Up The Pieces
2/23/1975,Eagles,Best Of My Love
2/24/1975,Eagles,Best Of My Love
2/25/1975,Eagles,Best Of My Love
2/26/1975,Eagles,Best Of My Love
2/27/1975,Eagles,Best Of My Love
2/28/1975,Eagles,Best Of My Love
3/1/1975,Eagles,Best Of My Love
3/2/1975,Olivia Newton-John,Have You Never Been Mellow
3/3/1975,Olivia Newton-John,Have You Never Been Mellow
3/4/1975,Olivia Newton-John,Have You Never Been Mellow
3/5/1975,Olivia Newton-John,Have You Never Been Mellow
3/6/1975,Olivia Newton-John,Have You Never Been Mellow
3/7/1975,Olivia Newton-John,Have You Never Been Mellow
3/8/1975,Olivia Newton-John,Have You Never Been Mellow
3/9/1975,The Doobie Brothers,Black Water
3/10/1975,The Doobie Brothers,Black Water
3/11/1975,The Doobie Brothers,Black Water
3/12/1975,The Doobie Brothers,Black Water
3/13/1975,The Doobie Brothers,Black Water
3/14/1975,The Doobie Brothers,Black Water
3/15/1975,The Doobie Brothers,Black Water
3/16/1975,Frankie Valli,My Eyes Adored You
3/17/1975,Frankie Valli,My Eyes Adored You
3/18/1975,Frankie Valli,My Eyes Adored You
3/19/1975,Frankie Valli,My Eyes Adored You
3/20/1975,Frankie Valli,My Eyes Adored You
3/21/1975,Frankie Valli,My Eyes Adored You
3/22/1975,Frankie Valli,My Eyes Adored You
3/23/1975,Labelle,Lady Marmalade
3/24/1975,Labelle,Lady Marmalade
3/25/1975,Labelle,Lady Marmalade
3/26/1975,Labelle,Lady Marmalade
3/27/1975,Labelle,Lady Marmalade
3/28/1975,Labelle,Lady Marmalade
3/29/1975,Labelle,Lady Marmalade
3/30/1975,Minnie Riperton,Lovin' You
3/31/1975,Minnie Riperton,Lovin' You
4/1/1975,Minnie Riperton,Lovin' You
4/2/1975,Minnie Riperton,Lovin' You
4/3/1975,Minnie Riperton,Lovin' You
4/4/1975,Minnie Riperton,Lovin' You
4/5/1975,Minnie Riperton,Lovin' You
4/6/1975,The Elton John Band,Philadelphia Freedom
4/7/1975,The Elton John Band,Philadelphia Freedom
4/8/1975,The Elton John Band,Philadelphia Freedom
4/9/1975,The Elton John Band,Philadelphia Freedom
4/10/1975,The Elton John Band,Philadelphia Freedom
4/11/1975,The Elton John Band,Philadelphia Freedom
4/12/1975,The Elton John Band,Philadelphia Freedom
4/13/1975,The Elton John Band,Philadelphia Freedom
4/15/1975,The Elton John Band,Philadelphia Freedom
4/16/1975,The Elton John Band,Philadelphia Freedom
4/17/1975,The Elton John Band,Philadelphia Freedom
4/18/1975,The Elton John Band,Philadelphia Freedom
4/19/1975,The Elton John Band,Philadelphia Freedom
4/20/1975,B.J. Thomas,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song
4/21/1975,B.J. Thomas,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song
4/22/1975,B.J. Thomas,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song
4/23/1975,B.J. Thomas,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song
4/24/1975,B.J. Thomas,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song
4/25/1975,B.J. Thomas,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song
4/26/1975,B.J. Thomas,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song
4/27/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
4/28/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
4/29/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
4/30/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/1/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/2/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/3/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/4/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/5/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/6/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/7/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/8/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/9/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/10/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/11/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/12/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/13/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/14/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/15/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/16/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/17/1975,Tony Orlando & Dawn,He Don't Love You (Like I Love You)
5/18/1975,"Earth, Wind & Fire",Shining Star
5/19/1975,"Earth, Wind & Fire",Shining Star
5/20/1975,"Earth, Wind & Fire",Shining Star
5/21/1975,"Earth, Wind & Fire",Shining Star
5/22/1975,"Earth, Wind & Fire",Shining Star
5/23/1975,"Earth, Wind & Fire",Shining Star
5/24/1975,"Earth, Wind & Fire",Shining Star
5/25/1975,Freddy Fender,Before The Next Teardrop Falls
5/26/1975,Freddy Fender,Before The Next Teardrop Falls
5/27/1975,Freddy Fender,Before The Next Teardrop Falls
5/28/1975,Freddy Fender,Before The Next Teardrop Falls
5/29/1975,Freddy Fender,Before The Next Teardrop Falls
5/30/1975,Freddy Fender,Before The Next Teardrop Falls
5/31/1975,Freddy Fender,Before The Next Teardrop Falls
6/1/1975,John Denver,Thank God I'm A Country Boy
6/2/1975,John Denver,Thank God I'm A Country Boy
6/3/1975,John Denver,Thank God I'm A Country Boy
6/4/1975,John Denver,Thank God I'm A Country Boy
6/5/1975,John Denver,Thank God I'm A Country Boy
6/6/1975,John Denver,Thank God I'm A Country Boy
6/7/1975,John Denver,Thank God I'm A Country Boy
6/8/1975,America,Sister Golden Hair
6/9/1975,America,Sister Golden Hair
6/10/1975,America,Sister Golden Hair
6/11/1975,America,Sister Golden Hair
6/12/1975,America,Sister Golden Hair
6/13/1975,America,Sister Golden Hair
6/14/1975,America,Sister Golden Hair
6/15/1975,Captain & Tennille,Love Will Keep Us Together
6/16/1975,Captain & Tennille,Love Will Keep Us Together
6/17/1975,Captain & Tennille,Love Will Keep Us Together
6/18/1975,Captain & Tennille,Love Will Keep Us Together
6/19/1975,Captain & Tennille,Love Will Keep Us Together
6/20/1975,Captain & Tennille,Love Will Keep Us Together
6/21/1975,Captain & Tennille,Love Will Keep Us Together
6/22/1975,Captain & Tennille,Love Will Keep Us Together
6/23/1975,Captain & Tennille,Love Will Keep Us Together
6/24/1975,Captain & Tennille,Love Will Keep Us Together
6/25/1975,Captain & Tennille,Love Will Keep Us Together
6/26/1975,Captain & Tennille,Love Will Keep Us Together
6/27/1975,Captain & Tennille,Love Will Keep Us Together
6/28/1975,Captain & Tennille,Love Will Keep Us Together
6/29/1975,Captain & Tennille,Love Will Keep Us Together
6/30/1975,Captain & Tennille,Love Will Keep Us Together
7/1/1975,Captain & Tennille,Love Will Keep Us Together
7/2/1975,Captain & Tennille,Love Will Keep Us Together
7/3/1975,Captain & Tennille,Love Will Keep Us Together
7/4/1975,Captain & Tennille,Love Will Keep Us Together
7/5/1975,Captain & Tennille,Love Will Keep Us Together
7/6/1975,Captain & Tennille,Love Will Keep Us Together
7/7/1975,Captain & Tennille,Love Will Keep Us Together
7/8/1975,Captain & Tennille,Love Will Keep Us Together
7/9/1975,Captain & Tennille,Love Will Keep Us Together
7/10/1975,Captain & Tennille,Love Will Keep Us Together
7/11/1975,Captain & Tennille,Love Will Keep Us Together
7/12/1975,Captain & Tennille,Love Will Keep Us Together
7/13/1975,Wings,Listen To What The Man Said
7/14/1975,Wings,Listen To What The Man Said
7/15/1975,Wings,Listen To What The Man Said
7/16/1975,Wings,Listen To What The Man Said
7/17/1975,Wings,Listen To What The Man Said
7/18/1975,Wings,Listen To What The Man Said
7/19/1975,Wings,Listen To What The Man Said
7/20/1975,Van McCoy And The Soul City Symphony,The Hustle
7/21/1975,Van McCoy And The Soul City Symphony,The Hustle
7/22/1975,Van McCoy And The Soul City Symphony,The Hustle
7/23/1975,Van McCoy And The Soul City Symphony,The Hustle
7/24/1975,Van McCoy And The Soul City Symphony,The Hustle
7/25/1975,Van McCoy And The Soul City Symphony,The Hustle
7/26/1975,Van McCoy And The Soul City Symphony,The Hustle
7/27/1975,Eagles,One Of These Nights
7/28/1975,Eagles,One Of These Nights
7/29/1975,Eagles,One Of These Nights
7/30/1975,Eagles,One Of These Nights
7/31/1975,Eagles,One Of These Nights
8/1/1975,Eagles,One Of These Nights
8/2/1975,Eagles,One Of These Nights
8/3/1975,Bee Gees,Jive Talkin'
8/4/1975,Bee Gees,Jive Talkin'
8/5/1975,Bee Gees,Jive Talkin'
8/6/1975,Bee Gees,Jive Talkin'
8/7/1975,Bee Gees,Jive Talkin'
8/8/1975,Bee Gees,Jive Talkin'
8/9/1975,Bee Gees,Jive Talkin'
8/10/1975,Bee Gees,Jive Talkin'
8/11/1975,Bee Gees,Jive Talkin'
8/12/1975,Bee Gees,Jive Talkin'
8/13/1975,Bee Gees,Jive Talkin'
8/14/1975,Bee Gees,Jive Talkin'
8/15/1975,Bee Gees,Jive Talkin'
8/16/1975,Bee Gees,Jive Talkin'
8/17/1975,"Hamilton, Joe Frank & Reynolds",Fallin' In Love
8/18/1975,"Hamilton, Joe Frank & Reynolds",Fallin' In Love
8/19/1975,"Hamilton, Joe Frank & Reynolds",Fallin' In Love
8/20/1975,"Hamilton, Joe Frank & Reynolds",Fallin' In Love
8/21/1975,"Hamilton, Joe Frank & Reynolds",Fallin' In Love
8/22/1975,"Hamilton, Joe Frank & Reynolds",Fallin' In Love
8/23/1975,"Hamilton, Joe Frank & Reynolds",Fallin' In Love
8/24/1975,KC And The Sunshine Band,Get Down Tonight
8/25/1975,KC And The Sunshine Band,Get Down Tonight
8/26/1975,KC And The Sunshine Band,Get Down Tonight
8/27/1975,KC And The Sunshine Band,Get Down Tonight
8/28/1975,KC And The Sunshine Band,Get Down Tonight
8/29/1975,KC And The Sunshine Band,Get Down Tonight
