date,event,day,year
1/31,US President Harry Truman publicly announces support for the development of a hydrogen bomb.,31-Jan,1950
1/31,South African President P. W. Botha offers to free Nelson Mandela if he denounces violence.,31-Jan,1985
2/1,"Queen Elizabeth I of England signs death warrant for her cousin, Mary Stuart, Queen of Scots.",1-Feb,1587
2/1,Oldest continuous writer of insurance in America - The Mutual Life Insurance Company of New York (MONY) opens.,1-Feb,1843
2/1,"1st volume of the Oxford English Dictionary, A-Ant, published.",1-Feb,1884
2/1,"King Carlos I of Portugal and his heir, Prince Luis Filipe are assassinated by Republican sympathizers in Terreiro do Paco, Lisbon.",1-Feb,1908
2/1,Saigon police chief Nguy?n Ng?c Loan executes Viet Cong officer Nguy?n V?n Lém with a pistol shot to head. The execution is captured by photographer Eddie Adams and becomes an anti-war icon..,1-Feb,1968
2/1,Ayatollah Khomeini returns to Iran after 15 years in exile.,1-Feb,1979
2/1,"Space Shuttle Columbia disintegrates during reentry into the Earth's atmosphere, killing all seven astronauts aboard..",1-Feb,2003
2/2,New Amsterdam becomes a city (later renamed New York).,2-Feb,1653
2/2,"Treaty of Guadalupe Hidalgo ends the Mexican-American War: US acquires Texas, California, New Mexico and Arizona for $15 million.",2-Feb,1848
2/2,"Queen Victoria's funeral takes place in St. George's Chapel, Windsor Castle, England.",2-Feb,1901
2/2,"James Joyce's ""Ulysses"" published in Paris (1,000 copies).",2-Feb,1922
2/2,German 6th Army surrenders after Battle of Stalingrad in a major turning point in Europe during World War II.,2-Feb,1943
2/2,Idi Amin ousts Milton Obote and appoints himself President (dictator) of Uganda.,2-Feb,1971
2/3,"Sultan Mehmed II, the Conqueror inherits the throne of the Ottoman Empire.",3-Feb,1451
2/3,"The Battle of Diu, naval battle at port of Diu, India between Portugal and the Ottoman Empire, establishes Portugese trading control.",3-Feb,1509
2/3,US state of Iowa ratifies the 15th Amendment of the United States Constitution allowing suffrage for all races & colour.,3-Feb,1870
2/3,"Paleoanthropologist Davidson Black reports his findings on the ancient human fossils found at Zhoukoudian, China in the journal Nature and declares them to be a new species he names'Sinanthropus pekinensis' (now known as'Homo erectus').",3-Feb,1928
2/3,1st soft landing on Moon (Soviet Luna 9).,3-Feb,1966
2/4,"Roman Emperor Septimius Severus dies, leaving the Roman Empire in the hands of his two quarrelsome sons, Caracalla and Geta.",4-Feb,211
2/4,"Coronation of Zhao Kuangyin as Emperor Taizu of the Song, initiating three centuries of Song Dynasty dominance in southern China.",4-Feb,960
2/4,1st US electoral college chooses George Washington as President and John Adams as Vice-President.,4-Feb,1789
2/4,"World's oldest known Bible, ""The Codex Sinaiticus"" (Sinai Bible), is discovered or stolen in Egypt by Constantin von Tischendorf.",4-Feb,1844
2/4,Robert E. Lee is named general-in-chief of Confederate forces.,4-Feb,1865
2/4,The Palestine National Congress appoints Yasser Arafat chairman of the PLO.,4-Feb,1969
2/4,Panamanian General Manuel Noriega indicted by US federal grand jury for drug trafficking and racketeering.,4-Feb,1988
2/4,Mark Zuckerberg launches Facebook from his Harvard dormitory room.,4-Feb,2004
2/5,Henry of Navarre (later Henry IV of France) abjures Catholicism at Tours.,5-Feb,1576
2/5,News of the fall of Khartoum reaches London.,5-Feb,1885
2/5,King Leopold II of Belgium establishes the Congo as a personal colonial possession.,5-Feb,1885
2/5,US population reaches 200 million.,5-Feb,1969
2/6,"Maximilian I proclaimed Holy Roman Emperor, 1st Emperor in centuries not to be crowned by the Pope.",6-Feb,1508
2/6,"France recognizes USA, signs Treaty of Alliance in Paris, 1st US treaty.",6-Feb,1778
2/6,Stamford Raffles founds Singapore as a British trading port.,6-Feb,1819
2/6,"Queen Elizabeth II succeeds King George VI to the British throne and proclaimed Queen of the United Kingdom and the other Commonwealth realms including Canada, Australia and New Zealand.",6-Feb,1952
2/6,Solidarity union leader Lech Wa??sa begins negotiating with Polish government.,6-Feb,1989
2/7,The Mongols burn the Russian city of Vladimir.,7-Feb,1238
2/7,Edward of Caernarion (later Edward II) becomes first (English) Prince of Wales.,7-Feb,1301
2/7,"Battle of Debre Tabor: Ras Ali Alula, Regent of the Emperor of Ethiopia defeats warlord Wube Haile Maryam of Semien.",7-Feb,1842
2/7,The colonial Tasmanian Parliament passes the first piece of legislation (the Electoral Act of 1856) anywhere in the world providing for elections by way of a secret ballot..,7-Feb,1856
2/7,The IRA launches a mortar attack on 10 Downing Street during a cabinet meeting..,7-Feb,1991
2/7,Maastricht Treaty signed by 12 countries from the European Community (EC) to create the European Union (EU).,7-Feb,1992
2/8,Isaac Newton reads 1st optics paper before Royal Society in London.,8-Feb,1672
2/8,Battle of Eylau ends inconclusively between Napoleon's forces and Russian Empire - 1st battle Napoleon isn't victorious.,8-Feb,1807
2/8,"Queen Elizabeth II of the United Kingdom issued an Order-in-Council, stating that she and her family would be known as the House of Windsor, and that her descendants will take the name ""Mountbatten-Windsor""..",8-Feb,1960
2/8,Nasdaq Composite stock market index debuts with 50 companies and a starting value of 100.,8-Feb,1971
2/9,Zeno crowned as co-emperor of the Byzantine Empire together with his son Leo II..,9-Feb,474
2/9,British Parliament declares Massachusetts colony is in rebellion.,9-Feb,1775
2/9,"Japanese land troops at Chemulpo (Inchon), near Seoul, Korea; within the next three weeks they will have advanced to the Yalu River, border of Manchuria.",9-Feb,1904
2/9,"Japanese troops evacuate Guadalcanal, ends epic WWII battle on the Solomon Islands in the Pacific.",9-Feb,1943
2/9,British government declares state of emergency after month-long coal miners' strike.,9-Feb,1972
2/10,St Paul thought to have been shipwrecked at Malta.,10-Feb,60
2/10,Edmond Halley appointed as the second Astronomer Royal at the Greenwich Observatory.,10-Feb,1720
2/10,"Treaty of Paris ends French-Indian War, surrendering Canada to Britain.",10-Feb,1763
2/10,Simón Bolívar named dictator by the Congress of Peru.,10-Feb,1824
2/10,Henry Morton Stanley departs for the Congo.,10-Feb,1879
2/10,"British battleship HMS Dreadnought launches after only 100 days, renders all other capital ships obsolete with its revolutionary design.",10-Feb,1906
2/10,India holds its first general election: Prime Minister Jawaharlal Nehru remains in power.,10-Feb,1952
2/11,"First vision of the Virgin Mary to 14-year-old Bernadette of Lourdes, France.",11-Feb,1858
2/11,Vatican City (world's smallest country) made an enclave of Rome.,11-Feb,1929
2/11,Margaret Thatcher defeats Edward Heath for leadership of the British Conservative Party.,11-Feb,1975
2/11,Nelson Mandela released after 27 years imprisonment in South Africa.,11-Feb,1990
2/11,Egyptian Revolution culminates in the resignation of Hosni Mubarak and the transfer of power to the Supreme Military Council after 18 days of protests (Arab Spring).,11-Feb,2011
2/12,"The Great Northern War begins in Northern Europe between Denmark–Norway, Saxony and Russia and the Swedish Empire..",12-Feb,1700
2/12,"Last Ch'ing (Manchu) Emperor of China, Hsuan T'ung, abdicates.",12-Feb,1912
2/12,"French fashion designer Christian Dior presents his first influential collection, named the ""New Look"".",12-Feb,1947
2/12,US President Bill Clinton acquitted by the Senate in his impeachment trial.,12-Feb,1999
2/12,"NEAR Shoemaker spacecraft touchdown in the ""saddle"" region of 433 Eros becoming the first spacecraft to land on an asteroid..",12-Feb,2001
2/12,"North Korea allegedly conducts its third nuclear test, saying it was a nuclear device that could be weaponized.",12-Feb,2013
2/13,Baghdad falls to the Mongols as the Abbasid Caliphate is destroyed.,13-Feb,1258
2/13,"1st British East India Company voyage departs from London, lead by John Lancaster.",13-Feb,1601
2/13,British Parliament adopts the Bill of Rights which establishes the rights of parliament and places limits on the crown.,13-Feb,1689
2/13,"Hitler's Operation Sealion, the invasion of England, is cancelled.",13-Feb,1942
2/13,"Allied planes begin bombing Dresden, Germany; a firestorm results and over 22,000 die.",13-Feb,1945
2/13,"USSR captures Budapest, after a 49-day battle with Germany; 159,000 die.",13-Feb,1945
2/14,Pope Benedict VIII crowns Henry II Roman German Emperor.,14-Feb,1014
2/14,Pope Gregory VII excommunicates Holy Roman Emperor Henry IV (for the 1st time).,14-Feb,1076
2/14,"The Battle of Cape St Vincent: British fleet under Admiral Sir John Jervis defeats larger Spanish fleet under Admiral Don José de Córdoba y Ramos near Cape St. Vincent, Portugal. Captain Horatio Nelson distinguishes himself..",14-Feb,1797
2/14,Alexander G. Bell & Elisha Gray apply separately for telephone patents Supreme Court eventually rules Bell rightful inventor.,14-Feb,1876
2/14,"St Valentine's Day Massacre in Chicago, 7 gangsters killed, allegedly on Al Capone's orders.",14-Feb,1929
2/14,Richard Nixon installs secret taping system in the White House.,14-Feb,1971
2/15,"Khosrau II, the last great Sasanian king is crowned King of Persia.",15-Feb,590
2/15,"Austria, Prussia & Saxony sign Treaty of Hubertusburg, marking the end of the French and Indian War and of the Seven Years War.",15-Feb,1763
2/15,Ferdinand Marcos wins rigged presidential election in the Philippines.,15-Feb,1986
2/15,"First draft of the complete human genome is published in the journal ""Nature"".",15-Feb,2001
2/15,An estimated 6-11 million people around the world take to the streets to protest against war with Iraq.,15-Feb,2003
2/16,1st known cheque (£400) (on display at Westminster Abbey).,16-Feb,1659
2/16,"American Charles Wilkes discovers Shackleton Ice Shelf, Antarctica.",16-Feb,1840
2/16,Howard Carter opens the inner burial chamber of the Pharaoh Tutankhamun's tomb and finds the sarcophagus.,16-Feb,1923
2/16,Fidel Castro becomes the 16th Prime Minister of Cuba after overthrowing Fulgencio Batista.,16-Feb,1959
2/16,The Kyoto Protocol comes into force following its ratification by Russia..,16-Feb,2005
2/17,Holy Roman Emperor Maximilian II agrees to pay tribute to the Ottoman Empire for peace.,17-Feb,1568
2/17,"Columbia, South Carolina, burns down during American Civil War.",17-Feb,1865
2/17,"Sardines first canned by Julius Wolff in Eastport, Maine.",17-Feb,1876
2/17,Golda Meir sworn in as the first female Prime Minister of Israel.,17-Feb,1969
2/17,British Parliament votes to join the European Common Market.,17-Feb,1972
2/17,"Discovery of a new mostly underwater continent Zealandia in the South Pacific announced in research journal ""GSA Today"".",17-Feb,2017
2/18,"Hernán Cortés leaves Cuba for the Yucatan Peninsula, Mexico with 11 ships and 500 men.",18-Feb,1519
2/18,"John Bunyan's ""Pilgrim's Progress"" is published in Holborn, London, by Nathaniel Ponder.",18-Feb,1678
2/18,King Victor Emmanuel II of Sardinia becomes first King of Italy.,18-Feb,1861
2/18,"Mark Twain publishes the ""Adventures of Huckleberry Finn"" in the US.",18-Feb,1885
2/18,"1st major strike of the Russian ""February Revolution"" starts at the giant Putilov factory in Petrograd [NS=Mar 3].",18-Feb,1917
2/18,"Ukrainian Revolution of 2014 begins as protesters, riot police and unknown shooters take part in violent events in the capital, Kiev, culminating after five days in the ouster of President Viktor Yanukovych.",18-Feb,2014
2/19,Emperor Constantius II shuts all heathen temples.,19-Feb,356
2/19,Peruvian stratovolcano Huaynaputina explodes in the most violent eruption in South American recorded history.,19-Feb,1600
2/19,Russian Tsar Alexander II abolishes serfdom [NS=Mar 3].,19-Feb,1861
2/19,Thomas Edison is granted a patent for his gramophone (phonograph).,19-Feb,1878
2/19,About 150 Japanese warplanes attack the Australian city of Darwin.,19-Feb,1942
2/19,"US 5th Fleet launches invasion of Iwo Jima against the Japanese with 30,000 US Marines.",19-Feb,1945
2/20,"US postal service created, postage 6-12 cents depending on distance.",20-Feb,1792
2/20,New York's Metropolitan Museum of Art opens.,20-Feb,1872
2/20,"British Naval Officer John Moresby discovers the site of Port Moresby, Papua New Guinea and claims it for Britain.",20-Feb,1873
2/20,UK Foreign Secretary Anthony Eden resigns stating Prime Minister Neville Chamberlain has appeased Nazi Germany.,20-Feb,1938
2/20,Earl Mountbatten of Burma appointed as last viceroy of India to oversee the move to independence.,20-Feb,1947
2/21,"Pope Alexander III canonizes Thomas Becket, Archbishop of Canterbury.",21-Feb,1173
2/21,"Michael Romanov, son of Patriarch of Moscow, elected first Russian Tsar of the house of Romanov.",21-Feb,1613
2/21,"1st locomotive, Richard Trevithick's, runs for the 1st time, along the tramway of the Penydarren Ironworks in Merthyr Tydfil, Wales.",21-Feb,1804
2/21,"World War I: Battle of Verdun begins, leads to an estimated 1 million casualties.",21-Feb,1916
2/21,Britain declares Egypt a sovereign state.,21-Feb,1922
2/22,Galileo's Dialogue Concerning the Two Chief World Systems is published..,22-Feb,1632
2/22,British House of Lords rules authors do not have perpetual copyright.,22-Feb,1774
